19-Jun-2013 14:46:38.347 queries: client 133.11.188.198#16857: query: abdallahmrisho.blogspot.com IN A + (133.11.124.164)
19-Jun-2013 14:46:38.352 queries: client 157.82.243.49#64738: query: fbcdn-photos-e-a.akamaihd.net IN A + (133.11.124.164)
19-Jun-2013 14:46:38.358 queries: client 157.82.247.80#29608: query: imap.gmail.com IN A + (133.11.124.164)
19-Jun-2013 14:46:38.358 queries: client 157.82.247.80#40239: query: www.google.com IN A + (133.11.124.164)
19-Jun-2013 14:46:38.359 queries: client 133.11.103.26#58237: query: b.scorecardresearch.com IN AAAA + (133.11.124.164)
19-Jun-2013 14:46:38.365 queries: client 157.82.249.129#58932: query: www.lenovo.com IN A + (133.11.124.164)
19-Jun-2013 14:46:38.370 queries: client 133.11.103.26#63139: query: eowp.blogspot.com IN A + (133.11.124.164)
19-Jun-2013 14:46:38.370 queries: client 133.11.103.26#57936: query: eowp.alc.co.jp IN A + (133.11.124.164)
